url,name,instructor,enroll,description,skills,relative,rate,time,level,image
https://www.coursera.org/specializations/architecting-google-kubernetes-engine,Architecting with Google Kubernetes Engine Specialization,Google Cloud Training,"55,384",,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing",New to Cloud Computing? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/google-cloud-developer,Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,Google Cloud Training,"7,770","Identify the purpose and value of Google Cloud products and services.Learn the skills needed to be successful in a cloud developer engineering role.Choose among and use application deployment environments on Google Cloud: App Engine, Google Kubernetes Engine, and Compute Engine.Techniques for monitoring, troubleshooting, and improving infrastructure and application performance in Google Cloud","Google Cloud Platform,Cloud Computing,Application development,Debugging,Cloud Storage",New to Cloud Computing? Start here.,4.7,2 months at 5 hours a week,Intermediate level,
https://www.coursera.org/learn/linux-and-sql,Tools of the Trade: Linux and SQL,Google Career Certificates,"121,136","Explain the relationship between operating systems, applications, and hardwareCompare a graphical user interface to a command line interfaceNavigate and manage the file system using Linux commands via the Bash shellUse SQL to retrieve information from a database","Command line interface (CLI),SQL,Linux,Bash","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,27 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/google-cloud-security,Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate,Google Cloud Training,"10,212","Learn the skills needed to be successful in a cloud security engineer rolePrepare for the Google Cloud Professional Cloud Security Engineer certification examLearn about Cloud Security including managing access, defining organizational structure/ policies, configuring network security, and analyzing logs.","Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,Create and understand custom IAM roles,Create and configure network peering,Secure a Kubernetes environment,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/learn/introduction-to-generative-ai,Introduction to Generative AI,,,Define Generative AIExplain how Generative AI worksDescribe Generative AI Model TypesDescribe Generative AI Applications,,"Learner reviewsShowing 3 of 26624.62,662 reviews5 stars73.50%4 stars20.11%3 stars4.43%2 stars0.89%1 star1.04%MMR4Reviewed on Nov 4, 2023Additional explanatory videos focusing on AI concepts are needed for beginners without prior experience aiming to provide comprehensive explanations in a more accessible manner.MMN5Reviewed on Sep 23, 2023My first time on coursera and i choose this one as my start . It was simple , short and provided good basic knowledge on Generative AI . Thank you coursera .SSA4Reviewed on Sep 12, 2023If you’re just getting started the info in this course will fill in all those little blanks you have been avoiding taking the hours and hours of time to track down.View more reviews",,,,
https://www.coursera.org/specializations/programming-python-java,Introduction to Programming with Python and Java Specialization,Brandon Krakowsky,"48,029","Describe core Python programming concepts, including how to configure tools for Python code and write fully functional programs using data structuresExamine core data science techniques and concepts using Python, including using data analysis libraries and developing data visualization skillsApply core principles of object-oriented programming and Java to write fully functional programs using classes and methods, and perform unit testingUnderstand Java inheritance and apply techniques for parsing text in files, using advanced data structures to store information, and debugging code","Programming Principles,Data Structure,Computer Programming,Python Programming,Java Programming","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.4,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/developing-apps-gcp,Developing Applications with Google Cloud Specialization,Google Cloud Training,"78,478","Identify the purpose and value of Google Cloud products and servicesDescribe best practices for cloud-native application developmentImplement federated identity management using Firebase authenticationDeploy applications using Container Builder, Container Registry, and Terraform","Google Cloud Platform,Cloud Computing,Application development,Debugging,Cloud Storage",New to Software Development? Start here.,4.7,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/learn/start-ux-design-process,"Start the UX Design Process: Empathize, Define, and Ideate",Google Career Certificates,"445,782",Empathize with users to understand their needs and pain points.Develop problem statements to define user needs. Generate ideas for possible solutions to user problems.,"User Experience (UX),Prototype,Wireframe,User Experience Design (UXD),UX Research","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,22 hours (approximately),Beginner level,
https://www.coursera.org/specializations/supply-chain-management,Supply Chain Management Specialization,"Rudolf Leuschner, Ph.D.","169,155",,"Forecasting,Lean Six Sigma,Supply Chain Risk Management,Logistics,Supply Chain",New to Business Essentials? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/google-cloud-networking,Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate,Google Cloud Training,"14,569","Learn the skills needed to be successful in a cloud network engineering rolePrepare for the Google Cloud Professional Cloud Network Engineer certification examLearn about implementing VPCs, hybrid connectivity, network services, and security for established network architectures on Google Cloud Understand the purpose and intent of the Professional Cloud Network Engineer certification and its relationship to other Google Cloud certifications","Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing",New to Cloud Computing? Start here.,4.7,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/aws-devops,DevOps on AWS Specialization,Morgan Willis,"31,536","Implement DevOps culture and practices in the AWS CloudAdopt and enforce Continuous Integration and Continuous
Delivery best practices on AWSExplore deployment strategies for serverless applications","Continuous Integration,Continuous Delivery,Microservices,Monitoring and Logging,Devops",New to Software Development? Start here.,4.7,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/security-google-cloud-platform,Security in Google Cloud Specialization,Google Cloud Training,"21,845","Understand the Google approach to security.Manage administrative identities using Cloud Identity and Implement IP traffic controls using VPC firewalls and Cloud Armor. Implement least privilege administrative access using Google Cloud Resource Manager, Cloud IAM. Remediate important types of vulnerabilities, especially public access to data and VMs.","Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing",New to Security? Start here.,4.7,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/jhu-data-science,Data Science Specialization,"Roger D. Peng, PhD","484,457","Use R to clean, analyze, and visualize data.Navigate the entire data science pipeline from data acquisition to publication. Use GitHub to manage data science projects.Perform regression analysis, least squares and inference using regression models.","Github,Machine Learning,R Programming,Regression Analysis",New to Data Analysis? Start here.,4.5,7 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/machine-learning-linear-algebra,Linear Algebra for Machine Learning and Data Science,Luis Serrano,"81,797","Represent data as vectors and matrices and identify their properties using concepts of singularity, rank, and linear independenceApply common vector and matrix algebra operations like dot product, inverse, and determinantsExpress certain types of matrix operations as linear transformation, and apply concepts of eigenvalues and eigenvectors to machine learning problems","Eigenvalues And Eigenvectors,Linear Equation,Determinants,Machine Learning,Linear Algebra","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.5,21 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/diseno-de-experiencia-del-usuario-ux-de-google,Diseño de Experiencia del Usuario (UX) de Google Professional Certificate,Google Career Certificates,"51,723","Seguir el proceso de diseño: empatizar con las y los usuarios, definir dificultades, sugerir soluciones, crear prototipos, probar diseños e iterar.Planificar estudios de investigación, realizar entrevistas y estudios de usabilidad y síntesis de resultados de investigación.Aplicar conceptos básicos de UX, como el diseño centrado en las y los usuarios, en la accesibilidad y en la equidad.Crear un portfolio UX profesional con 3 proyectos integrales: una aplicación móvil, un sitio web adaptable y una experiencia multiplataforma.","Diseño de la experiencia del usuario (UXD),Experiencia del usuario (UX),Pruebas de usabilidad,Investigación en UX,Prototipo,Adobe XD,Esquema,Maqueta,Figma,Trabajos de diseño de UX,Esquema de página,View all skills",New to Design and Product? Start here.,4.9,6 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/regulatory-compliance,Regulatory Compliance Specialization,Andrew Kandel,"27,425","Create a thorough risk profile for your organization.Tailor a comprehensive compliance program with features best suited to address your organization’s specific risk profile.Develop strategies for implementing the technologies, policies, monitoring, and training for building an effective privacy compliance program.Describe the factors that drive the need for anti-corruption laws and understand the ramifications of doing business in a highly-regulated world.","Risk Management,Compliance,Human Resources Management,Business Strategy",New to Business Essentials? Start here.,4.8,1 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/ai-product-management-duke,AI Product Management Specialization,Jon Reifschneider,"23,051",Identify when and how machine learning can applied to solve problemsApply human-centered design practices to design AI product experiences that protect privacy and meet ethical standardsLead machine learning projects using the data science process and best practices from industry,"Modeling,Project Management,Artificial Intelligence (AI),Data Science,Artificial Neural Network,Product Management,Machine Learning,Privacy,product design,Predictive Modelling,User Experience (UX),Ethics,View all skills",New to Machine Learning? Start here.,4.7,4 months at 5 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/data-analytics-japanese,Google データアナリティクス Professional Certificate,Google Career Certificates,"18,912",ジュニアまたはアソシエイトデータアナリストが日々の業務での実務とプロセスを深く理解する主要な分析スキル（データクリーニング、分析、可視化）とツール（スプレッドシート、SQL、R プログラミング、Tableau）を習得する分析のためのデータのクリーニングと整理の方法を理解し、表計算ソフト、SQL、R プログラミングを使用して分析と計算を行うダッシュボード、プレゼンテーション、一般的に使用されるビジュアライゼーションプラットフォームでデータの調査結果を可視化し、提示する方法を学ぶ,ビジュアライゼーション,New to Data Analysis? Start here.,4.7,6 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/certified-in-cybersecurity,Certified in Cybersecurity Specialization,(ISC)² Education &amp; Training,"10,554","Demonstrate that you have foundational knowledge of industry terminology, network security, security operations and policies and procedures.","Cybersecurity,Network Security,security principles",New to Security? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/chatgpt-advanced-data-analysis,ChatGPT Advanced Data Analysis,Dr. Jules White,"24,778","Automate tasks in your work and life with ChatGPT Code InterpreterAutomate reading and creating PDFs, PowerPoint, Excel, images, video, and more","Visualize complex data trapped in PDFs,Amplify your presentations by having ChatGPT critique your slides or other important documents,Automate the extraction of structured data from documents and the creation of other documents and PowerPoint,Automate the editing and management of images and video while cataloging it,Use ChatGPT to read and understand documents,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.9,10 hours (approximately),Beginner level,
https://www.coursera.org/specializations/python-3-programming,Python 3 Programming Specialization,Steve Oney,"221,985","Learn Python 3 basics, from the basics to more advanced concepts like lists and functions.Practice and become skilled at solving problems and fixing errors in your code.Gain the ability to write programs that fetch data from internet APIs and extract useful information.","Json,Computer Programming,Python Programming,Sorting","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.7,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/negotiation,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,,,,"Game Theory,Negotiation,Collaboration,Principled Negotiation","Learner reviewsShowing 3 of 47084.94,708 reviews5 stars90.09%4 stars7.72%3 stars0.86%2 stars0.50%1 star0.80%KKS5Reviewed on Apr 27, 2020This course is perfect for any individual out there with a desire to expand their understanding of logical persuasion. You will come out of this course a meticulous and intuitive negotiator.RRL5Reviewed on Oct 29, 2018Very enlightening course. Loved the material and the way it was given. Learned a lot from the cases were asked to do. Highly recommended for improvement in the workplace as well as personal life!LLM5Reviewed on Jun 2, 2017A chance to learn a great deal about the theory of negotiation alongside the chance to put this into practice through negotiating with peers. Challenging material, but pitched at a fair level.View more reviews",,,,
https://www.coursera.org/learn/leadershipskills,Leadership Skills,,,Acquire an understanding of oneself and build inner stability.Describe various leadership styles and how to lead downwards.Explain the biases that impact communication and a leader’s decision-making capability.Explore the art of leading upward and sideways.,"Mindfulness,Leading and managing change in organisation,Leading subordinates effectively,Positive Personality,Supportive communication","Learner reviewsShowing 3 of 9964.8996 reviews5 stars88.27%4 stars9.41%3 stars1%2 stars0.60%1 star0.70%MMG5Reviewed on Jun 20, 2023very good course. covered all aspects of Leadership Skills and the instructor Dr. Vishal Gupta is a great faculty. His method of presentation and explaining each topic is very clear and specific.SSV5Reviewed on May 24, 2023This course has a very useful contents. It is not only useful for study or reading. It is really practical and problem solution skill are also covered. Thank you.SSG5Reviewed on Oct 25, 20231) simplicity 2) clarity 3) relevance are the 3 main reasons that make one understand this course. Vishal Sir's teaching style is application oriented and that is really usefulView more reviews",,,,
https://www.coursera.org/specializations/data-science-foundations-r,Data Science: Foundations using R Specialization,"Roger D. Peng, PhD","103,197","Use R to clean, analyze, and visualize data.Learn how to ask the right questions, obtain data, and perform reproducible research.Use GitHub to manage data science projects.","Data Science,Github,Machine Learning,R Programming,Exploratory Data Analysis",New to Data Analysis? Start here.,4.6,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/wharton-entrepreneurship,Entrepreneurship Specialization,Kartik Hosanagar,"61,488",,"Growth Strategies,Exit Strategy,Finance,Entrepreneurship",New to Entrepreneurship? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,"NoSQL, Big Data, and Spark Foundations Specialization",IBM Skills Network Team,,"Work with NoSQL databases to insert, update, delete, query, index, aggregate, and shard/partition data.Develop hands-on NoSQL experience working with MongoDB, Apache Cassandra, and IBM Cloudant.Develop foundational knowledge of Big Data and gain hands-on lab experience using Apache Hadoop, MapReduce,  Apache Spark, Spark SQL, and Kubernetes.Perform Extract, Transform and Load (ETL) processing and Machine Learning model training and deployment with Apache Spark.","Cloud Database,Mongodb,Cassandra,NoSQL,Cloudant,Machine Learning,Machine Learning Pipelines,Data Engineer,SparkML,Apache Spark,Big Data,SparkSQL,Apache Hadoop",New to Data Management? Start here.,4.4,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/negotiation-skills,Successful Negotiation: Essential Strategies and Skills,,,Understand the negotiation strategies and skills necessary for success.Use a negotiation analysis to prepare for negotiations.Key psychological tools to achieve success.Practice negotiations to find out what you do well and how you can improve.,"Negotiation Analysis,Negotiation,Developing Power,Decision Trees,Psychological Tools","Learner reviewsShowing 3 of 189304.818,930 reviews5 stars82.08%4 stars15.16%3 stars1.92%2 stars0.40%1 star0.42%YYT5Reviewed on Sep 18, 2015This is one of the best and enlightening MOOC I have taken and I already start reaping the benefit. I encourage everyone who is serious about his/her career to consider this course!Yannick KoungaSSS5Reviewed on Jun 19, 2019I learned so much from this online course. I never knew how many different strategies there was to negotiating until now. This course is definitely worth the time and effort to learn these skills.BBB5Reviewed on May 10, 2020Great Learning experience, my first but not the last &amp; recommended for those working professionals who have busy schedule and still want to whet their insatiable appetite for contemporary learningView more reviews",,,,
https://www.coursera.org/specializations/medical-billing-coding-fundamentals,Medical Billing and Coding Fundamentals Specialization,Jennifer Zabel,"8,803",Gain an understanding of the expectations of an allied healthcare professional in the workplaceAnalyze and understand medical terminologyDescribe the phases of the revenue cycleGain an understanding of basic insurance terminology,"Medical Ethics,Payment Processing,Medical language,Emotional Strength,Professional Communication,human anatomy,Medical Coding,Patient Interaction,Medical Billing,Insurance Verification,Medical Terminology,Understanding Revenue,View all skills",New to Health Informatics? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/mathematics-machine-learning,Mathematics for Machine Learning Specialization,David Dye,"199,324",,"Eigenvalues And Eigenvectors,Principal Component Analysis (PCA),Multivariable Calculus,Linear Algebra",New to Machine Learning? Start here.,4.6,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/process-data,Process Data from Dirty to Clean,Google Career Certificates,"578,223",Define different types of data integrity and identify risks to data integrity.Apply basic SQL functions to clean string variables in a database.Develop basic SQL queries for use on databases.Describe the process of verifying data cleaning results.,"Spreadsheet,Data Integrity,Sample Size Determination,SQL,Data Cleansing","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,26 hours (approximately),Beginner level,
https://www.coursera.org/specializations/cs-fundamentals,Accelerated Computer Science Fundamentals Specialization,Wade Fagen-Ulmschneider,"43,387","Design and implement an object-oriented program in the C++ language, including defining classes that encapsulate data structures and algorithms.Select and implement appropriate data structures that best utilize resources to solve a computational problem.Analyze the running time and space needs of an algorithm, asymptotically to ensure it is appropriate at scale, including for big data.Prepare for advanced courses in CS with the foundational knowledge of object data structures needed to implement and call advanced library functions.","Trees (Data Structures),Algorithms,Hash Table,Object-Oriented Programming (OOP),Run-time Analysis",New to Algorithms? Start here.,4.7,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/business-strategy,Business Strategy Specialization,Michael Lenox,"63,485",How to evaluate industry evolutionHow to build and sustain competitive advantageHow to formulate and assess business strategiesHow to align efforts to organizational strategy,"Strategic Analysis,Strategic Management,Strategic Thinking,Business Strategy",New to Business Strategy? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/introduction-to-ai,Introduction to Artificial Intelligence (AI),Rav Ahuja,"294,303","Describe what is AI, its applications, use cases, and how it is transforming our livesExplain terms like Machine Learning, Deep Learning and Neural Networks Describe several issues and ethical concerns surrounding AIArticulate advice from experts about learning and starting a career in AI","Artificial Intelligence (AI),Data Science,Machine Learning,Deep Learning,Jobs","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.7,8 hours (approximately),Beginner level,
https://www.coursera.org/learn/html-css-javascript-for-web-developers,"HTML, CSS, and Javascript for Web Developers",,,,"HTML,JavaScript,Css Frameworks,Cascading Style Sheets (CSS)","Learner reviewsShowing 3 of 159824.715,982 reviews5 stars81.07%4 stars13.56%3 stars2.28%2 stars1.07%1 star1.99%HHR5Reviewed on Mar 30, 2021it was a great experience to learn something innovative from johns hopkins university.teachers have explained each and everything properly

thankyou coursera thankyou johns hopkins universityRead moreAAM5Reviewed on Aug 20, 2023A very detailed and comprehensive course with lots of skills to acquire and knowledge to gain. I would recommend it to every person since web development is skill with lots of demand in global market.MMR4Reviewed on Jul 12, 2020An excellent course for beginners. 5th week was a bit rushed i.e JSON,Ajax and jquery. So i had a really hard time getting grasp of them and took a star out of my review. Otherwise wonderful tutor.View more reviews",,,,
https://www.coursera.org/specializations/healthcare-administration-management,The Business of Health Care Specialization,Christian Terwiesch,"19,224",,"Insurance,Health Economics",New to Healthcare Management? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/deep-neural-network,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Andrew Ng,"530,242",,"Tensorflow,Deep Learning,hyperparameter tuning,Mathematical Optimization","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.9,23 hours (approximately),Intermediate level,
https://www.coursera.org/learn/organizational-analysis,Organizational Analysis,,,,"Management,Organizational Theory,Organizational Analysis,Organizational Culture","Learner reviewsShowing 3 of 14244.61,424 reviews5 stars72.91%4 stars19.80%3 stars3.91%2 stars1.25%1 star2.09%MMW5Reviewed on Oct 14, 2020This was a very extensive and information rich course. I learnt so much that will be highly beneficial to my endeavors and advancement. Very happy that I encountered and engaged in this study.AAL5Reviewed on Sep 3, 2019Very challenging yet worth it. If you are in an administrative position in an organization (especially education) you will get some great perspectives/understandings from this course. Take good notes!KKI5Reviewed on Jul 29, 2017I have been in business, school, church and women's club meetings, but Prof. McFarland and his teaching staff put a new slant on theuniversity and government meetings.View more reviews",,,,
https://www.coursera.org/learn/business-analytics-excel,Business Analytics with Excel: Elementary to Advanced,,,,"Modeling,Spreadsheet,Microsoft Excel,Business Analytics,Solver","Learner reviewsShowing 3 of 13874.81,387 reviews5 stars80.01%4 stars17.33%3 stars1.64%2 stars0.28%1 star0.71%AAO5Reviewed on Oct 15, 2023I learnt how to analyze data, especially with some functions that I never knew existed on excel. Overall, it was a great experience, and I was able to learn at my own pace.BBP5Reviewed on Aug 30, 2023I highly recommend this course which is starting or operating a small business. After this course, you have the essential ability to drive the business to be profitable.MMA5Reviewed on Nov 11, 2023This comprehensive program takes you from the basics to advanced techniques, providing a solid foundation for anyone looking to enhance their analytical skills using ExcelView more reviews",,,,
https://www.coursera.org/specializations/algorithms,Algorithms Specialization,Tim Roughgarden,"112,848",,"Algorithms,Dynamic Programming,Greedy Algorithm,Divide And Conquer Algorithms",New to Algorithms? Start here.,4.8,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/ai-for-medicine,AI for Medicine Specialization,Amirhossein Kiani,"42,777",Diagnose diseases from x-rays and 3D MRI brain imagesPredict patient survival rates more accurately using tree-based modelsEstimate treatment effects on patients using data from randomized trialsAutomate the task of labeling medical datasets using natural language processing,"Image Segmentation,Machine Learning,natural language extraction,time-to-event modeling,model interpretation",New to Machine Learning? Start here.,4.7,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/professional-certificates/salesforce-sales-operations,Salesforce Sales Operations Professional Certificate,Trailhead,"43,360","Build reports, charts and dashboards in Salesforce to communicate relevant information about sales performance to stakeholders and executives.Use Salesforce Sales Cloud Lightning to manage accounts, opportunities, products, quotes, and contracts.","Sales,Sales Operations,Salesforce,CRM,Salesforce Lightning","Why people choose Coursera for their career“The Salesforce Sales Operations Professional Certificate helped me to work smoothly in the Salesforce environment with confidence. I have also taken on additional job responsibilities.
Rishwanth R.Learning from GermanySalesforce Sales Operations",4.6,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/python-crash-course,Crash Course on Python,Google Career Certificates,"998,994","Understand what Python is and why Python is relevant to automationWrite short Python scripts to perform automated actionsUnderstand how to use the basic Python structures: strings, lists, and dictionariesCreate your own Python objects","Python Programming,Basic Python Syntax,Basic Python Data Structures,Object-Oriented Programming (OOP),Fundamental Programming Concepts","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,32 hours (approximately),Beginner level,
https://www.coursera.org/specializations/sscp-training,(ISC)² Systems Security Certified Practitioner (SSCP),(ISC)² Education &amp; Training,"8,074",,"Risk Management,Access Control,Asset,Incident Detection and Response,Cloud Computing Security,Wireless Security,Security Software",New to Security? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/wharton-success,Achieving Personal and Professional Success Specialization,Richard Shell,"46,525",,"goal setting,Communication,Negotiation,Deception,Happiness,Personality Development,Personal Development",New to Personal Development? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/python,Programming for Everybody (Getting Started with Python),Charles Russell Severance,"3,020,072","Install Python and write your first programDescribe the basics of the Python programming languageUse variables to store, retrieve and calculate informationUtilize core programming tools such as functions and loops","Python Syntax And Semantics,Basic Programming Language,Computer Programming,Python Programming","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,19 hours (approximately),Beginner level,
https://www.coursera.org/learn/project-execution-google,Project Execution: Running the Project,Google Career Certificates,"302,306","Implement the key quality management concepts of quality standards, quality planning, quality assurance, and quality control.Demonstrate how to prioritize and analyze data and how to communicate a project’s data-informed story. Discuss the stages of team development and how to manage team dynamics.Describe the steps of the closing process and create project closing documentation.","Project Management,Risk Management,Strategic Thinking,Quality Management,Project Execution","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,26 hours (approximately),Beginner level,
https://www.coursera.org/specializations/generative-adversarial-networks-gans,Generative Adversarial Networks (GANs) Specialization,Sharon Zhou,"38,545","Understand GAN components, build basic GANs using PyTorch and advanced DCGANs using convolutional layers, control your GAN and build conditional GANCompare generative models, use FID method to assess GAN fidelity and diversity, learn to detect bias in GAN, and implement StyleGAN techniquesUse GANs for data augmentation and privacy preservation, survey GANs applications, and examine and build Pix2Pix and CycleGAN for image translation","glossary of computer graphics,Generator,Image-to-Image Translation,Generative Adversarial Networks,Discriminator",New to Machine Learning? Start here.,4.7,2 months at 10 hours a week,Intermediate level,
